TransactionID,CreditScore,PreviousFraudCount,UserID,MerchantID,MerchantCategory,MerchantRisk,DeviceType,City,Country,LocationRisk,Amount,TransactionType,Timestamp,HourOfDay,DayOfWeek,PreviousBalance,CurrentBalance,RiskScore,IsNewDevice,IsNewLocation,FraudLabel
TXN76ECEF010A1F,622,0,USR021467,MER003540,Luxury,Low,Android,Lagos,Nigeria,High,4788,Net Banking,2025-09-21 04:53:11.489754,4,Sunday,389082,384294,20,False,False,0
TXN83B1FA401FB6,770,0,USR029117,MER002054,Entertainment,Low,Laptop,Hyderabad,India,Low,43558,Wallet,2026-03-31 22:37:50.752522,22,Tuesday,5630709,5587151,0,False,False,0
TXN07B612D4101A,839,0,USR031596,MER000394,Restaurant,Low,Android,Ahmedabad,India,Low,14776,Wallet,2026-04-24 03:17:12.230801,3,Friday,540713,525937,25,True,False,0
TXNBE0F0E871CB7,696,0,USR028679,MER000755,Restaurant,Low,Android,New York,USA,Medium,5314,Debit Card,2026-04-15 05:19:05.817820,5,Wednesday,347413,342099,10,False,False,0
TXNC07475F9E9AA,754,0,USR033424,MER003383,Fuel,Low,Laptop,Bengaluru,India,Low,1820,Net Banking,2025-08-05 00:34:56.455153,0,Tuesday,267471,265651,0,False,False,0
TXN6B44E4B2944C,640,0,USR025759,MER004950,Fuel,Low,Tablet,Moscow,Russia,High,61001,UPI,2026-01-06 01:12:03.196107,1,Tuesday,2319174,2258173,20,False,False,0
TXNB7ECC3EC2960,696,0,USR030112,MER001395,Travel,Low,Android,London,UK,Medium,15892,Debit Card,2025-11-26 23:26:56.445704,23,Wednesday,3281864,3265972,10,False,False,0
TXN4D532CF98701,649,0,USR048192,MER001787,Restaurant,Low,iPhone,Hyderabad,India,Low,39919,Wallet,2025-12-02 19:45:42.891010,19,Tuesday,1962669,1922750,0,False,False,0
TXN8A1E173BA5CD,707,0,USR024361,MER001183,Healthcare,Medium,Android,Singapore,Singapore,Low,17248,Net Banking,2025-12-18 12:44:55.667223,12,Thursday,2342348,2325100,10,False,False,0
TXNC94FFAEE6EF3,715,1,USR032088,MER002623,Grocery,Low,Laptop,Delhi,India,Low,11282,UPI,2026-05-13 12:54:26.584218,12,Wednesday,2269328,2258046,15,False,False,0
TXNBCD8FDECD01A,660,0,USR043332,MER001441,E-Commerce,Low,Laptop,Pyongyang,North Korea,High,3778,Net Banking,2025-07-24 03:26:39.462582,3,Thursday,222466,218688,20,False,False,0
TXND4CE557F4CD9,661,0,USR025298,MER003402,Luxury,Low,Android,Bengaluru,India,Low,6046,Wallet,2026-02-21 10:07:53.394313,10,Saturday,836431,830385,0,False,False,0
TXN41C9FB89322A,705,0,USR045723,MER003317,Entertainment,Low,Tablet,San Francisco,USA,Medium,10403,Net Banking,2025-10-26 07:10:11.644801,7,Sunday,5456724,5446321,10,False,False,0
TXN7FA686E11E4F,582,0,USR021873,MER002443,Luxury,Low,Tablet,New York,USA,Medium,4083,Wallet,2025-11-28 10:09:17.718086,10,Friday,244092,240009,10,False,False,0
TXN80BED7974A90,836,0,USR020865,MER004958,Fuel,Low,Laptop,Berlin,Germany,Medium,37817,UPI,2025-09-01 07:01:44.890012,7,Monday,4031761,3993944,10,False,False,0
TXN2ECC4A2CA0AB,702,0,USR004042,MER001646,E-Commerce,Low,Laptop,Dubai,UAE,Medium,11185,UPI,2026-06-28 14:55:14.777832,14,Sunday,875187,864002,10,False,False,0
TXN37C3A2420B17,688,0,USR023508,MER000633,Grocery,Medium,Laptop,Dubai,UAE,Medium,16312,UPI,2026-06-18 09:38:40.454911,9,Thursday,1860657,1844345,45,True,False,0
TXNCA00CCA54D5F,594,0,USR019691,MER000741,Luxury,Low,Laptop,Ahmedabad,India,Low,65333,Debit Card,2025-11-11 09:44:24.984724,9,Tuesday,2598338,2533005,0,False,False,0
TXN4427C1A0E2FB,759,0,USR045078,MER003903,Entertainment,Medium,Tablet,San Francisco,USA,Medium,6845,Net Banking,2025-07-16 18:25:02.896052,18,Wednesday,1234922,1228077,20,False,False,0
TXN78834C379679,839,0,USR041197,MER004880,Travel,Low,Tablet,Berlin,Germany,Medium,14038,Net Banking,2025-09-12 02:55:04.735119,2,Friday,3922389,3908351,10,False,False,0
TXNC3C59D2E21B3,640,0,USR030725,MER000502,Entertainment,High,Tablet,Berlin,Germany,Medium,73380,UPI,2025-09-19 17:33:49.205066,17,Friday,3773871,3700491,30,False,False,0
TXN7F447F2B651F,697,0,USR031078,MER001493,Travel,Medium,Android,Dubai,UAE,Medium,110938,Credit Card,2025-11-18 08:13:32.095866,8,Tuesday,6714557,6603619,20,False,False,0
TXNCB8A9CAEF747,571,0,USR019166,MER003918,Healthcare,Low,Android,Delhi,India,Low,11965,Debit Card,2025-12-05 17:30:16.049126,17,Friday,3612323,3600358,0,False,False,0
TXN8BD1ACBABCE5,637,0,USR045575,MER001738,Travel,Low,Android,Hyderabad,India,Low,82925,Credit Card,2026-02-19 21:00:56.170257,21,Thursday,2851037,2768112,0,False,False,0
TXN4D6B7AE32743,730,0,USR027571,MER001283,Grocery,Low,Tablet,Bengaluru,India,Low,61167,Wallet,2025-10-31 22:47:13.425078,22,Friday,2554343,2493176,0,False,False,0
TXNA9173C3D6B92,592,0,USR018818,MER002947,Healthcare,Low,iPhone,Moscow,Russia,High,43657,Wallet,2026-01-25 09:54:34.656170,9,Sunday,835529,791872,45,True,False,0
TXN91005C9421FF,703,0,USR004418,MER002179,Fuel,Low,Android,Kolkata,India,Low,4696,Net Banking,2026-04-26 03:25:08.230287,3,Sunday,139041,134345,25,True,False,0
TXN5922BA595BE3,710,1,USR049342,MER003875,Grocery,Medium,iPhone,Sydney,Australia,Medium,72699,Debit Card,2026-04-04 12:23:22.520904,12,Saturday,5107936,5035237,35,False,False,0
TXN124BCD80976E,654,0,USR014426,MER003020,Fuel,Low,Android,Singapore,Singapore,Low,5071,Net Banking,2026-03-17 08:27:46.683830,8,Tuesday,1528976,1523905,0,False,False,0
TXN8620A351F859,711,0,USR043790,MER003582,Healthcare,Low,Laptop,Ahmedabad,India,Low,2536,Debit Card,2025-12-09 12:27:48.969277,12,Tuesday,1142411,1139875,0,False,False,0
TXND08A75D10944,531,0,USR035845,MER004984,Entertainment,Low,Android,San Francisco,USA,Medium,28725,Net Banking,2025-08-21 16:54:30.539430,16,Thursday,3904760,3876035,25,False,False,0
TXN7957A004493F,692,0,USR034548,MER000851,Luxury,Low,Android,Singapore,Singapore,Low,2995,Net Banking,2026-03-19 01:27:40.717865,1,Thursday,523749,520754,0,False,False,0
TXNAABA564C0D18,649,0,USR019682,MER001284,Travel,Low,Tablet,Sydney,Australia,Medium,1526,Net Banking,2025-08-12 01:10:31.877312,1,Tuesday,257190,255664,10,False,False,0
TXN0B1EDD016ED0,846,0,USR017438,MER002270,Grocery,Low,Laptop,Singapore,Singapore,Low,41059,Wallet,2025-12-09 06:48:08.733413,6,Tuesday,2502984,2461925,25,True,False,0
TXN72ECD63C0D6D,631,0,USR016082,MER000081,Healthcare,Low,Laptop,Chennai,India,Low,69003,Wallet,2025-07-29 14:40:19.004662,14,Tuesday,4431591,4362588,20,False,True,0
TXN1D79FA645C63,692,0,USR003219,MER002590,Travel,Low,iPhone,Dubai,UAE,Medium,34713,UPI,2025-11-30 23:16:44.642522,23,Sunday,2869378,2834665,10,False,False,0
TXN0C02EE32FD46,771,0,USR048967,MER004448,Entertainment,Low,Android,Chennai,India,Low,929,UPI,2026-03-27 20:32:20.132147,20,Friday,243478,242549,20,False,True,0
TXN72D020E87457,670,0,USR036833,MER003986,E-Commerce,Low,Laptop,Moscow,Russia,High,36041,Net Banking,2025-09-18 01:27:52.436568,1,Thursday,1069936,1033895,20,False,False,0
TXN43FC4E9756FC,742,0,USR005203,MER001738,Travel,Low,Laptop,Lagos,Nigeria,High,27125,Net Banking,2025-07-26 08:13:11.081692,8,Saturday,774548,747423,20,False,False,0
TXNCFEFAC70EA32,819,0,USR024703,MER003147,Healthcare,Medium,Android,London,UK,Medium,45894,Debit Card,2026-06-22 11:12:39.023402,11,Monday,9969621,9923727,20,False,False,0
TXNBE04C3FB2480,706,0,USR015334,MER003639,Grocery,Medium,Tablet,Lagos,Nigeria,High,4322,Debit Card,2026-06-11 09:31:46.086747,9,Thursday,2991980,2987658,30,False,False,0
TXNB4D4E30A6A57,735,0,USR013018,MER004729,Healthcare,Low,iPhone,Hyderabad,India,Low,6066,Net Banking,2025-12-05 05:22:03.594944,5,Friday,515647,509581,0,False,False,0
TXN142FEFB89FDC,570,0,USR011159,MER000609,Grocery,Low,Tablet,Singapore,Singapore,Low,17247,Debit Card,2025-11-22 14:49:07.807003,14,Saturday,3192172,3174925,0,False,False,0
TXN2A73611D6714,699,1,USR036007,MER002007,Luxury,Low,iPhone,London,UK,Medium,4727,UPI,2025-07-15 11:29:31.400826,11,Tuesday,1669460,1664733,50,True,False,0
TXNE320526785C6,619,0,USR039341,MER000072,Travel,Low,Tablet,Berlin,Germany,Medium,843,Net Banking,2026-05-14 19:33:09.321189,19,Thursday,1118928,1118085,10,False,False,0
TXN7FC74A30A050,722,0,USR001732,MER004618,Restaurant,Low,Android,Sydney,Australia,Medium,10917,Wallet,2025-07-23 11:00:54.908329,11,Wednesday,1347873,1336956,10,False,False,0
TXN2F676D8A5AC0,728,0,USR031904,MER001936,Restaurant,Low,Android,Sydney,Australia,Medium,11279,Credit Card,2025-12-29 03:28:26.597129,3,Monday,521661,510382,35,True,False,0
TXNA6CB774BA017,708,0,USR038051,MER004969,Healthcare,Low,Laptop,Bengaluru,India,Low,9985,Debit Card,2026-05-29 01:21:38.233694,1,Friday,906618,896633,0,False,False,0
TXN5227AA1BB556,681,0,USR025485,MER002989,Fuel,Low,iPhone,Ahmedabad,India,Low,5063,Wallet,2026-04-28 08:59:41.150512,8,Tuesday,914643,909580,0,False,False,0
TXN6E1E53635E3F,729,0,USR029518,MER004145,Fuel,Low,Laptop,Singapore,Singapore,Low,30306,Debit Card,2026-02-08 13:12:21.659532,13,Sunday,2547653,2517347,0,False,False,0
TXN207718CB17B5,664,0,USR007421,MER004385,Grocery,Low,iPhone,New York,USA,Medium,57132,Wallet,2025-07-31 15:59:30.728948,15,Thursday,10667743,10610611,10,False,False,0
TXN6730A56105F4,624,0,USR025579,MER003565,Travel,Low,Laptop,San Francisco,USA,Medium,53456,Credit Card,2025-07-03 15:06:35.444407,15,Thursday,7686817,7633361,10,False,False,0
TXN9C304AD7E576,770,0,USR031292,MER003960,Fuel,Low,Laptop,New York,USA,Medium,6965,Debit Card,2025-12-16 18:29:08.224535,18,Tuesday,1029547,1022582,10,False,False,0
TXNED23BB11BF34,804,0,USR014567,MER004221,Healthcare,Low,Laptop,Lagos,Nigeria,High,42951,UPI,2025-11-09 23:37:06.579614,23,Sunday,3724168,3681217,20,False,False,0
TXN4D3AB1FC536A,685,1,USR040688,MER004492,Luxury,Low,Laptop,Pyongyang,North Korea,High,12528,Wallet,2025-10-23 12:05:33.561159,12,Thursday,3256730,3244202,35,False,False,0
TXN9ABC9B4D45C9,669,0,USR014480,MER001536,Travel,Medium,Android,Mumbai,India,Low,967,UPI,2025-10-17 10:09:39.860484,10,Friday,255994,255027,10,False,False,0
TXNFB79997E2F35,644,0,USR020952,MER002873,E-Commerce,Low,Tablet,Chennai,India,Low,11570,Credit Card,2025-09-17 05:25:14.365437,5,Wednesday,806072,794502,0,False,False,0
TXNDFCF28735D31,842,0,USR018638,MER002643,Travel,Low,Android,Bengaluru,India,Low,50703,Debit Card,2025-09-29 06:17:11.422127,6,Monday,3133446,3082743,0,False,False,0
TXNED3CF7C60BC0,714,0,USR019035,MER001030,Restaurant,Low,Tablet,Moscow,Russia,High,4681,Debit Card,2025-11-17 01:25:39.735400,1,Monday,334911,330230,20,False,False,0
TXNC4513B408367,698,0,USR016185,MER003330,Luxury,Low,iPhone,Berlin,Germany,Medium,37277,Debit Card,2025-11-24 14:55:38.929858,14,Monday,5945671,5908394,10,False,False,0
TXNF878490BB395,644,0,USR046772,MER003870,Healthcare,Medium,Tablet,Berlin,Germany,Medium,11868,Debit Card,2026-05-14 21:59:35.826318,21,Thursday,4772717,4760849,45,True,False,0
TXN587C4ED5905B,722,0,USR033016,MER000984,Healthcare,Low,Laptop,Dubai,UAE,Medium,14878,Credit Card,2026-06-03 04:52:10.470001,4,Wednesday,2647078,2632200,10,False,False,0
TXN00C68746FE84,721,0,USR041478,MER004131,E-Commerce,Low,Android,Hyderabad,India,Low,35589,Debit Card,2026-04-02 23:20:42.328982,23,Thursday,3184481,3148892,0,False,False,0
TXNCD151BCA6081,644,1,USR030479,MER002028,Travel,Low,iPhone,Mumbai,India,Low,166622,Wallet,2026-06-28 14:41:38.227422,14,Sunday,10194795,10028173,15,False,False,0
TXN8EE7AB8D73C9,629,0,USR047497,MER003583,Luxury,Low,Android,Dubai,UAE,Medium,21082,Wallet,2026-04-28 16:26:24.406062,16,Tuesday,1542151,1521069,35,True,False,0
TXN3F9AB1B9EBE6,780,0,USR032676,MER002745,Travel,Low,Android,Delhi,India,Low,7610,Credit Card,2026-04-26 00:43:09.132354,0,Sunday,4437679,4430069,0,False,False,0
TXN2122C3DD304F,628,0,USR043370,MER003635,Grocery,Low,iPhone,Hyderabad,India,Low,60540,UPI,2026-02-14 14:46:19.709612,14,Saturday,6596239,6535699,0,False,False,0
TXNAADFA698FD9F,595,0,USR044976,MER000142,Grocery,Low,Laptop,Lagos,Nigeria,High,27443,Debit Card,2025-12-29 19:00:15.262631,19,Monday,3761903,3734460,20,False,False,0
TXN7442E0954EDD,787,0,USR026527,MER001211,Entertainment,Low,Tablet,Lagos,Nigeria,High,23086,Debit Card,2026-05-07 00:02:52.382629,0,Thursday,4216563,4193477,20,False,False,0
TXN1B349DDA5731,775,0,USR001029,MER002493,E-Commerce,Low,iPhone,Bengaluru,India,Low,32859,UPI,2025-07-31 17:17:37.100591,17,Thursday,1504552,1471693,0,False,False,0
TXNBBAFEC5447CA,705,0,USR030069,MER002618,E-Commerce,Medium,Laptop,Ahmedabad,India,Low,28281,Net Banking,2026-05-30 13:22:04.911536,13,Saturday,1126012,1097731,10,False,False,0
TXN474CBED74C56,869,0,USR010787,MER002587,Luxury,Low,Laptop,Bengaluru,India,Low,4231,Wallet,2026-02-05 11:02:26.557340,11,Thursday,105331,101100,0,False,False,0
TXNCB88C8A07696,805,0,USR030170,MER000281,E-Commerce,Medium,Tablet,Pyongyang,North Korea,High,22706,Credit Card,2026-06-29 23:28:55.825628,23,Monday,1191097,1168391,30,False,False,0
TXNF5468EE8A2A2,695,0,USR013139,MER004511,Luxury,Low,Android,Delhi,India,Low,21576,Wallet,2026-04-14 20:07:15.122944,20,Tuesday,2599985,2578409,0,False,False,0
TXNCCA9F207E8EB,768,0,USR041069,MER001163,Restaurant,Low,Android,Sydney,Australia,Medium,3126,Credit Card,2026-06-14 15:05:49.960176,15,Sunday,956542,953416,10,False,False,0
TXN8CCC5CFE8A69,602,0,USR002179,MER000197,Entertainment,Low,Tablet,Singapore,Singapore,Low,10969,Net Banking,2026-04-15 16:30:57.034888,16,Wednesday,3342782,3331813,0,False,False,0
TXNA20E422CB72E,666,0,USR039716,MER003674,E-Commerce,Low,iPhone,Kolkata,India,Low,16528,Credit Card,2026-03-16 15:16:57.600790,15,Monday,2309216,2292688,0,False,False,0
TXNA89AC8537A92,772,0,USR025437,MER004529,Entertainment,Low,Android,Lagos,Nigeria,High,69455,Net Banking,2025-11-03 14:40:44.139277,14,Monday,14201888,14132433,45,True,False,0
TXN1B0F3CE5608E,746,0,USR034125,MER001839,Fuel,Low,Laptop,Lagos,Nigeria,High,3305,Debit Card,2025-10-19 00:10:46.446184,0,Sunday,258455,255150,20,False,False,0
TXN798275DE6CA3,637,0,USR007317,MER004699,Luxury,Low,Laptop,Kolkata,India,Low,32515,Net Banking,2025-11-26 21:14:17.879043,21,Wednesday,2819752,2787237,25,True,False,0
TXND9AAA4CB7FB4,710,0,USR015817,MER003491,Entertainment,Low,Laptop,Ahmedabad,India,Low,3162,Credit Card,2025-10-14 05:23:29.607481,5,Tuesday,800874,797712,25,True,False,0
TXNECEA22BD6DA3,849,1,USR034780,MER000274,Fuel,Low,Android,Sydney,Australia,Medium,13782,Debit Card,2025-09-12 08:23:40.583809,8,Friday,1052327,1038545,25,False,False,0
TXN434B0C7FD6ED,631,0,USR027857,MER003469,Luxury,Low,Android,Lagos,Nigeria,High,3042,Credit Card,2025-08-13 13:22:49.176618,13,Wednesday,474794,471752,20,False,False,0
TXN679BA00009AE,734,0,USR043694,MER000377,Luxury,Low,Tablet,Dubai,UAE,Medium,26087,Credit Card,2025-12-02 12:16:09.277092,12,Tuesday,2218730,2192643,10,False,False,0
TXNAB0D2BA9E30C,730,0,USR036971,MER003678,Entertainment,Low,iPhone,San Francisco,USA,Medium,64443,Credit Card,2025-07-03 18:28:17.863063,18,Thursday,3726035,3661592,10,False,False,0
TXN56DCB21F3A3F,709,0,USR006586,MER002609,E-Commerce,Low,Laptop,Lagos,Nigeria,High,12354,UPI,2026-06-17 08:34:26.829622,8,Wednesday,1317881,1305527,20,False,False,0
TXN24810FC04F4A,762,0,USR019246,MER001466,Healthcare,Medium,Android,Berlin,Germany,Medium,24540,Wallet,2026-01-01 10:51:28.349039,10,Thursday,2486360,2461820,20,False,False,0
TXN6A5FE2AF7DAB,624,0,USR004240,MER004429,Restaurant,Low,Android,Berlin,Germany,Medium,33310,Credit Card,2026-01-21 02:41:21.162812,2,Wednesday,2429494,2396184,10,False,False,0
TXN2192BEF19D01,892,0,USR031748,MER002392,E-Commerce,Medium,iPhone,Singapore,Singapore,Low,138919,Wallet,2026-01-24 00:12:43.823023,0,Saturday,5691507,5552588,10,False,False,0
TXNA659C2975984,733,0,USR001395,MER002361,Restaurant,Low,Tablet,Chennai,India,Low,5318,UPI,2025-11-24 22:07:08.989657,22,Monday,1739182,1733864,0,False,False,0
TXND42B26BCBDB1,674,0,USR030600,MER004751,Fuel,Low,iPhone,San Francisco,USA,Medium,10759,UPI,2026-03-15 05:27:25.762926,5,Sunday,1358922,1348163,30,False,True,0
TXND33AEB0827F2,610,0,USR028058,MER000939,Grocery,Low,iPhone,Bengaluru,India,Low,19250,Net Banking,2026-01-11 06:16:48.752349,6,Sunday,4766286,4747036,0,False,False,0
TXNAB9E6F645B31,693,0,USR005855,MER002331,Grocery,Medium,iPhone,Delhi,India,Low,16088,Credit Card,2026-03-26 10:19:13.841973,10,Thursday,2221941,2205853,10,False,False,0
TXN31C8A6EEB557,605,0,USR002952,MER000340,Fuel,Low,Laptop,London,UK,Medium,644,Wallet,2025-10-28 05:17:36.564722,5,Tuesday,335879,335235,30,False,True,0
TXN5950432C2EF3,647,0,USR038481,MER001066,Healthcare,Low,Laptop,Moscow,Russia,High,13477,Wallet,2025-11-04 22:58:07.770079,22,Tuesday,1189018,1175541,20,False,False,0
TXN826EBA268E6B,651,0,USR044681,MER003150,E-Commerce,Medium,Tablet,London,UK,Medium,8147,Credit Card,2025-10-08 21:11:36.826147,21,Wednesday,573567,565420,20,False,False,0
TXNBCAACFCD1588,862,0,USR048438,MER001846,Luxury,Low,Tablet,Dubai,UAE,Medium,8902,Net Banking,2025-10-01 04:30:50.784125,4,Wednesday,409449,400547,10,False,False,0
